timestamp,region,state,latitude,longitude,month,day,hour,day_of_year,temperature,humidity,pressure,wind_speed,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_72h,soil_moisture_surface,soil_moisture_root,rain_occurrence,rainfall_amount
2025-01-01 17:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,1,17,1,38.0,20.4,1014.1,12.2,0.0,0.0,0.0,0.0,0.0,0.0,24.4,28.2,0,0.0
2025-01-01 18:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,1,18,1,34.0,41.7,1010.4,16.8,0.0,0.0,0.0,0.0,0.0,0.0,25.1,38.4,0,0.0
2025-01-01 19:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,1,19,1,31.5,32.3,1011.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,25.1,31.3,0,0.0
2025-01-01 20:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,1,20,1,37.2,45.8,1018.5,17.3,0.0,0.0,0.0,0.0,0.0,0.0,22.2,29.8,0,0.0
2025-01-01 21:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,1,21,1,31.4,51.9,1007.7,13.6,0.0,0.0,0.0,0.0,0.0,0.0,25.2,28.7,0,0.0
2025-01-01 22:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,1,22,1,30.6,64.2,1006.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,29.2,28.8,0,0.0
2025-01-01 23:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,1,23,1,25.4,49.8,1014.4,11.7,0.0,0.0,0.0,0.0,0.0,0.0,26.3,30.1,0,0.0
2025-01-02 00:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,0,2,26.4,41.6,1010.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,25.1,30.3,0,0.0
2025-01-02 01:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,1,2,27.1,66.9,1011.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,24.5,28.9,0,0.0
2025-01-02 02:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,2,2,23.3,80.0,1009.7,12.4,0.0,0.0,0.0,0.0,0.0,0.0,26.0,29.3,1,4.48
2025-01-02 03:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,3,2,26.9,76.7,1011.2,8.2,4.48,4.48,4.48,4.48,4.48,4.48,32.2,37.4,0,0.0
2025-01-02 04:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,4,2,24.7,68.9,1016.8,9.6,0.0,4.48,4.48,4.48,4.48,4.48,31.8,37.5,0,0.0
2025-01-02 05:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,5,2,26.1,62.1,1014.4,11.9,0.0,4.48,4.48,4.48,4.48,4.48,28.9,34.7,0,0.0
2025-01-02 06:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,6,2,26.3,68.4,1014.6,8.2,0.0,0.0,4.48,4.48,4.48,4.48,30.9,30.7,0,0.0
2025-01-02 07:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,7,2,33.6,52.2,1007.8,8.1,0.0,0.0,4.48,4.48,4.48,4.48,31.4,35.4,0,0.0
2025-01-02 08:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,8,2,30.4,58.0,1008.5,10.4,0.0,0.0,4.48,4.48,4.48,4.48,26.9,37.9,0,0.0
2025-01-02 09:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,9,2,29.4,53.5,1003.5,9.6,0.0,0.0,0.0,4.48,4.48,4.48,30.4,37.5,0,0.0
2025-01-02 10:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,10,2,35.6,52.8,1009.6,10.3,0.0,0.0,0.0,4.48,4.48,4.48,23.4,35.9,0,0.0
2025-01-02 11:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,11,2,31.9,60.3,1014.9,9.2,0.0,0.0,0.0,4.48,4.48,4.48,31.4,37.6,0,0.0
2025-01-02 12:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,12,2,36.8,40.0,1013.6,8.7,0.0,0.0,0.0,4.48,4.48,4.48,31.9,34.2,0,0.0
2025-01-02 13:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,13,2,32.3,30.8,1011.3,12.7,0.0,0.0,0.0,4.48,4.48,4.48,32.2,35.6,0,0.0
2025-01-02 14:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,14,2,34.5,32.4,1011.9,10.9,0.0,0.0,0.0,4.48,4.48,4.48,28.7,32.3,0,0.0
2025-01-02 15:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,15,2,38.5,20.0,1009.9,8.9,0.0,0.0,0.0,0.0,4.48,4.48,30.9,34.8,0,0.0
2025-01-02 16:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,16,2,39.6,27.8,1012.6,9.5,0.0,0.0,0.0,0.0,4.48,4.48,34.2,37.4,0,0.0
2025-01-02 17:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,17,2,37.6,31.5,1014.3,11.6,0.0,0.0,0.0,0.0,4.48,4.48,34.2,32.6,0,0.0
2025-01-02 18:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,18,2,36.0,33.6,1007.2,8.3,0.0,0.0,0.0,0.0,4.48,4.48,29.8,31.9,0,0.0
2025-01-02 19:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,19,2,34.2,42.1,1012.9,8.6,0.0,0.0,0.0,0.0,4.48,4.48,30.3,34.3,0,0.0
2025-01-02 20:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,20,2,29.9,39.6,1014.8,8.3,0.0,0.0,0.0,0.0,4.48,4.48,33.3,33.5,0,0.0
2025-01-02 21:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,21,2,30.2,57.8,1010.8,14.7,0.0,0.0,0.0,0.0,4.48,4.48,25.4,35.7,0,0.0
2025-01-02 22:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,22,2,29.3,54.7,1014.1,13.6,0.0,0.0,0.0,0.0,4.48,4.48,29.0,32.9,0,0.0
2025-01-02 23:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,2,23,2,31.6,58.9,1020.4,13.6,0.0,0.0,0.0,0.0,4.48,4.48,33.9,38.3,0,0.0
2025-01-03 00:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,0,3,28.6,60.4,1011.7,13.0,0.0,0.0,0.0,0.0,4.48,4.48,32.9,30.8,0,0.0
2025-01-03 01:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,1,3,22.4,66.7,1013.2,12.4,0.0,0.0,0.0,0.0,4.48,4.48,31.0,37.2,0,0.0
2025-01-03 02:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,2,3,27.0,73.2,1009.8,10.6,0.0,0.0,0.0,0.0,4.48,4.48,25.4,32.1,1,3.34
2025-01-03 03:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,3,3,25.0,61.9,1012.5,12.1,3.34,3.34,3.34,3.34,3.34,7.82,29.9,30.8,0,0.0
2025-01-03 04:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,4,3,24.5,62.8,1013.4,8.2,0.0,3.34,3.34,3.34,3.34,7.82,28.2,35.8,0,0.0
2025-01-03 05:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,5,3,28.3,63.5,1012.6,11.9,0.0,3.34,3.34,3.34,3.34,7.82,31.0,34.6,0,0.0
2025-01-03 06:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,6,3,30.3,53.3,1008.9,14.0,0.0,0.0,3.34,3.34,3.34,7.82,27.6,32.5,0,0.0
2025-01-03 07:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,7,3,31.3,53.3,1012.6,10.8,0.0,0.0,3.34,3.34,3.34,7.82,26.9,31.0,0,0.0
2025-01-03 08:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,8,3,28.3,51.3,1016.4,9.8,0.0,0.0,3.34,3.34,3.34,7.82,23.8,35.2,0,0.0
2025-01-03 09:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,9,3,31.2,56.1,1013.3,9.3,0.0,0.0,0.0,3.34,3.34,7.82,33.7,37.7,0,0.0
2025-01-03 10:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,10,3,34.4,47.2,1014.9,12.1,0.0,0.0,0.0,3.34,3.34,7.82,28.8,36.7,0,0.0
2025-01-03 11:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,11,3,37.4,42.4,1011.3,12.7,0.0,0.0,0.0,3.34,3.34,7.82,30.5,35.4,0,0.0
2025-01-03 12:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,12,3,35.0,43.2,1014.2,16.2,0.0,0.0,0.0,3.34,3.34,7.82,30.0,36.4,0,0.0
2025-01-03 13:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,13,3,36.7,33.4,1012.8,9.7,0.0,0.0,0.0,3.34,3.34,7.82,26.8,35.2,0,0.0
2025-01-03 14:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,14,3,35.0,35.3,1009.1,13.9,0.0,0.0,0.0,3.34,3.34,7.82,26.2,31.7,0,0.0
2025-01-03 15:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,15,3,35.0,31.3,1013.0,11.3,0.0,0.0,0.0,0.0,3.34,7.82,27.0,31.7,0,0.0
2025-01-03 16:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,16,3,39.8,34.5,1009.0,16.6,0.0,0.0,0.0,0.0,3.34,7.82,27.8,34.7,0,0.0
2025-01-03 17:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,17,3,40.6,30.3,1010.1,11.0,0.0,0.0,0.0,0.0,3.34,7.82,31.1,34.8,0,0.0
2025-01-03 18:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,18,3,36.1,20.2,1012.6,10.9,0.0,0.0,0.0,0.0,3.34,7.82,27.6,37.4,0,0.0
2025-01-03 19:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,19,3,37.5,40.1,1012.9,11.4,0.0,0.0,0.0,0.0,3.34,7.82,35.3,37.1,0,0.0
2025-01-03 20:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,20,3,34.5,55.3,1008.4,13.5,0.0,0.0,0.0,0.0,3.34,7.82,33.1,36.8,0,0.0
2025-01-03 21:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,21,3,30.4,56.5,1015.2,21.4,0.0,0.0,0.0,0.0,3.34,7.82,32.4,34.5,0,0.0
2025-01-03 22:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,22,3,31.4,61.4,1013.7,8.3,0.0,0.0,0.0,0.0,3.34,7.82,29.7,31.8,0,0.0
2025-01-03 23:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,3,23,3,32.8,67.7,1009.9,8.2,0.0,0.0,0.0,0.0,3.34,7.82,34.6,36.3,0,0.0
2025-01-04 00:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,0,4,27.7,63.3,1007.4,19.1,0.0,0.0,0.0,0.0,3.34,7.82,29.4,36.6,0,0.0
2025-01-04 01:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,1,4,30.7,67.0,1011.6,11.0,0.0,0.0,0.0,0.0,3.34,7.82,29.9,29.3,0,0.0
2025-01-04 02:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,2,4,19.7,63.1,1010.7,11.8,0.0,0.0,0.0,0.0,3.34,7.82,30.5,33.2,0,0.0
2025-01-04 03:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,3,4,28.1,65.8,1012.3,10.6,0.0,0.0,0.0,0.0,0.0,7.82,29.5,32.2,0,0.0
2025-01-04 04:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,4,4,26.4,71.7,1010.9,8.4,0.0,0.0,0.0,0.0,0.0,7.82,29.3,34.2,0,0.0
2025-01-04 05:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,5,4,26.1,74.0,1006.0,13.8,0.0,0.0,0.0,0.0,0.0,7.82,25.9,31.9,0,0.0
2025-01-04 06:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,6,4,28.0,61.8,1010.8,13.5,0.0,0.0,0.0,0.0,0.0,7.82,25.7,33.8,0,0.0
2025-01-04 07:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,7,4,24.0,55.8,1011.1,9.5,0.0,0.0,0.0,0.0,0.0,7.82,29.3,33.4,0,0.0
2025-01-04 08:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,8,4,29.9,54.7,1013.9,9.5,0.0,0.0,0.0,0.0,0.0,7.82,29.5,33.5,0,0.0
2025-01-04 09:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,9,4,32.9,54.2,1009.9,15.3,0.0,0.0,0.0,0.0,0.0,7.82,26.2,32.1,0,0.0
2025-01-04 10:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,10,4,37.2,35.2,1017.0,8.3,0.0,0.0,0.0,0.0,0.0,7.82,22.6,32.3,0,0.0
2025-01-04 11:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,11,4,33.7,24.9,1006.3,16.5,0.0,0.0,0.0,0.0,0.0,7.82,26.7,31.2,0,0.0
2025-01-04 12:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,12,4,34.2,33.4,1015.9,9.2,0.0,0.0,0.0,0.0,0.0,7.82,29.2,34.9,0,0.0
2025-01-04 13:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,13,4,35.9,25.9,1011.3,11.6,0.0,0.0,0.0,0.0,0.0,7.82,32.8,35.3,0,0.0
2025-01-04 14:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,14,4,40.1,29.1,1014.6,19.0,0.0,0.0,0.0,0.0,0.0,7.82,23.8,32.0,0,0.0
2025-01-04 15:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,15,4,38.8,31.0,1012.2,12.5,0.0,0.0,0.0,0.0,0.0,7.82,26.1,37.7,0,0.0
2025-01-04 16:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,16,4,36.5,29.4,1015.4,10.1,0.0,0.0,0.0,0.0,0.0,7.82,26.2,33.1,0,0.0
2025-01-04 17:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,17,4,38.5,44.6,1010.8,12.7,0.0,0.0,0.0,0.0,0.0,7.82,31.4,37.7,0,0.0
2025-01-04 18:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,18,4,36.5,39.6,1008.7,9.7,0.0,0.0,0.0,0.0,0.0,7.82,27.2,32.3,0,0.0
2025-01-04 19:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,19,4,37.4,43.1,1016.3,9.3,0.0,0.0,0.0,0.0,0.0,7.82,24.6,28.8,0,0.0
2025-01-04 20:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,20,4,31.8,49.7,1011.7,30.8,0.0,0.0,0.0,0.0,0.0,7.82,29.0,34.9,1,0.23
2025-01-04 21:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,21,4,31.2,42.0,1012.7,13.6,0.23,0.23,0.23,0.23,0.23,8.05,26.4,34.7,0,0.0
2025-01-04 22:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,22,4,29.5,61.9,1015.7,12.1,0.0,0.23,0.23,0.23,0.23,8.05,23.9,34.2,0,0.0
2025-01-04 23:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,4,23,4,25.3,58.5,1008.9,9.8,0.0,0.23,0.23,0.23,0.23,8.05,24.9,32.5,0,0.0
2025-01-05 00:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,0,5,28.5,67.4,1013.8,8.2,0.0,0.0,0.23,0.23,0.23,8.05,32.8,34.0,0,0.0
2025-01-05 01:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,1,5,27.5,58.1,1010.2,8.1,0.0,0.0,0.23,0.23,0.23,8.05,28.8,32.8,0,0.0
2025-01-05 02:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,2,5,26.2,56.5,1011.6,11.2,0.0,0.0,0.23,0.23,0.23,8.05,27.9,33.4,0,0.0
2025-01-05 03:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,3,5,25.4,73.7,1012.2,13.7,0.0,0.0,0.0,0.23,0.23,3.57,25.5,34.0,0,0.0
2025-01-05 04:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,4,5,22.7,70.0,1007.5,11.1,0.0,0.0,0.0,0.23,0.23,3.57,27.1,32.3,0,0.0
2025-01-05 05:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,5,5,25.8,59.3,1009.7,15.4,0.0,0.0,0.0,0.23,0.23,3.57,27.1,33.4,0,0.0
2025-01-05 06:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,6,5,26.9,56.6,1016.1,8.1,0.0,0.0,0.0,0.23,0.23,3.57,27.1,31.3,0,0.0
2025-01-05 07:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,7,5,27.0,66.9,1014.7,9.8,0.0,0.0,0.0,0.23,0.23,3.57,26.6,31.0,0,0.0
2025-01-05 08:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,8,5,30.0,46.3,1011.8,9.1,0.0,0.0,0.0,0.23,0.23,3.57,28.9,29.0,0,0.0
2025-01-05 09:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,9,5,33.0,61.5,1012.7,10.4,0.0,0.0,0.0,0.0,0.23,3.57,26.3,31.0,0,0.0
2025-01-05 10:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,10,5,38.3,39.0,1011.1,8.3,0.0,0.0,0.0,0.0,0.23,3.57,23.3,23.6,0,0.0
2025-01-05 11:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,11,5,35.4,45.5,1016.1,20.3,0.0,0.0,0.0,0.0,0.23,3.57,24.4,30.4,0,0.0
2025-01-05 12:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,12,5,36.9,35.0,1011.4,9.0,0.0,0.0,0.0,0.0,0.23,3.57,20.3,31.7,0,0.0
2025-01-05 13:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,13,5,37.0,38.6,1012.7,18.2,0.0,0.0,0.0,0.0,0.23,3.57,32.3,33.3,0,0.0
2025-01-05 14:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,14,5,33.0,28.8,1015.4,10.2,0.0,0.0,0.0,0.0,0.23,3.57,28.8,31.2,0,0.0
2025-01-05 15:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,15,5,37.9,30.9,1009.7,24.9,0.0,0.0,0.0,0.0,0.23,3.57,23.8,32.7,0,0.0
2025-01-05 16:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,16,5,37.9,32.9,1016.7,11.2,0.0,0.0,0.0,0.0,0.23,3.57,25.4,26.4,0,0.0
2025-01-05 17:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,17,5,43.4,27.4,1007.4,18.7,0.0,0.0,0.0,0.0,0.23,3.57,24.3,31.7,0,0.0
2025-01-05 18:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,18,5,35.8,42.5,1016.9,8.0,0.0,0.0,0.0,0.0,0.23,3.57,30.9,27.7,0,0.0
2025-01-05 19:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,19,5,35.8,37.4,1010.9,13.5,0.0,0.0,0.0,0.0,0.23,3.57,22.0,28.9,0,0.0
2025-01-05 20:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,20,5,33.5,43.7,1011.3,17.3,0.0,0.0,0.0,0.0,0.23,3.57,26.6,31.4,0,0.0
2025-01-05 21:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,21,5,29.1,43.0,1006.3,8.6,0.0,0.0,0.0,0.0,0.0,3.57,25.7,35.0,0,0.0
2025-01-05 22:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,22,5,33.3,36.7,1010.6,8.4,0.0,0.0,0.0,0.0,0.0,3.57,28.6,32.7,0,0.0
2025-01-05 23:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,5,23,5,30.9,57.7,1008.9,10.2,0.0,0.0,0.0,0.0,0.0,3.57,25.8,31.8,0,0.0
2025-01-06 00:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,0,6,29.7,79.6,1010.2,18.9,0.0,0.0,0.0,0.0,0.0,3.57,20.8,31.7,1,2.3
2025-01-06 01:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,1,6,24.5,71.1,1011.6,11.1,2.3,2.3,2.3,2.3,2.3,5.87,27.8,32.1,0,0.0
2025-01-06 02:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,2,6,29.7,67.3,1014.9,11.0,0.0,2.3,2.3,2.3,2.3,5.87,25.7,32.5,1,1.29
2025-01-06 03:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,3,6,22.5,66.2,1012.6,8.6,1.29,3.59,3.59,3.59,3.59,3.82,29.3,34.4,0,0.0
2025-01-06 04:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,4,6,27.7,67.5,1012.9,8.0,0.0,1.29,3.59,3.59,3.59,3.82,33.3,29.9,0,0.0
2025-01-06 05:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,5,6,32.3,69.4,1008.7,14.6,0.0,1.29,3.59,3.59,3.59,3.82,23.8,34.8,1,9.65
2025-01-06 06:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,6,6,25.3,54.5,1009.4,8.4,9.65,9.65,13.24,13.24,13.24,13.47,37.2,41.1,0,0.0
2025-01-06 07:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,7,6,27.6,66.8,1017.4,12.0,0.0,9.65,10.94,13.24,13.24,13.47,38.0,44.1,0,0.0
2025-01-06 08:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,8,6,30.7,59.7,1009.8,17.8,0.0,9.65,10.94,13.24,13.24,13.47,38.5,44.4,0,0.0
2025-01-06 09:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,9,6,30.7,55.0,1017.0,8.9,0.0,0.0,9.65,13.24,13.24,13.47,41.9,37.8,0,0.0
2025-01-06 10:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,10,6,29.7,48.4,1011.3,12.4,0.0,0.0,9.65,13.24,13.24,13.47,39.1,40.6,0,0.0
2025-01-06 11:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,11,6,35.2,41.1,1012.0,8.3,0.0,0.0,9.65,13.24,13.24,13.47,40.9,39.9,0,0.0
2025-01-06 12:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,12,6,33.6,42.0,1015.2,11.7,0.0,0.0,0.0,13.24,13.24,13.47,37.8,37.5,0,0.0
2025-01-06 13:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,13,6,38.4,38.6,1015.8,8.7,0.0,0.0,0.0,10.94,13.24,13.47,40.3,39.4,0,0.0
2025-01-06 14:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,14,6,35.5,30.1,1011.7,13.3,0.0,0.0,0.0,10.94,13.24,13.47,42.0,48.1,0,0.0
2025-01-06 15:00:00,Guntur,Andhra Pradesh,16.3067,80.4365,1,6,15,6,41.9,28.0,1010.8,9.4,0.0,0.0,0.0,9.65,13.24,13.47,37.4,43.6,0,0.0
